./boltz_out/boltz_results_boltz_input/processed/manifest.json,(503 b)
./boltz_out/boltz_results_boltz_input/processed/records/boltz_input.json,(488 b)
./boltz_out/boltz_results_boltz_input/processed/constraints/boltz_input.npz,(1555 b)
./boltz_out/boltz_results_boltz_input/processed/mols/boltz_input.pkl,(5 b)
./boltz_out/boltz_results_boltz_input/processed/structures/boltz_input.npz,(10512 b)
./boltz_out/boltz_results_boltz_input/lightning_logs/version_0/hparams.yaml,(2863 b)
./boltz_out/boltz_results_boltz_input/predictions/boltz_input/boltz_input_model_0.cif,(40883 b)
./boltz_out/boltz_results_boltz_input/predictions/boltz_input/plddt_boltz_input_model_0.npz,(461 b)
./boltz_out/boltz_results_boltz_input/predictions/boltz_input/confidence_boltz_input_model_0.json,(657 b)
./protacfold_out_attempt1_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/processed/manifest.json,(793 b)
./protacfold_out_attempt1_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/processed/records/gspt1_crbn_molecular_glue_ternary.json,(778 b)
./protacfold_out_attempt1_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/processed/constraints/gspt1_crbn_molecular_glue_ternary.npz,(5040 b)
./protacfold_out_attempt1_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/processed/mols/gspt1_crbn_molecular_glue_ternary.pkl,(2423 b)
./protacfold_out_attempt1_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/processed/structures/gspt1_crbn_molecular_glue_ternary.npz,(11932 b)
./protacfold_out_attempt1_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/lightning_logs/version_0/hparams.yaml,(4149 b)
./protacfold_out_attempt2_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/processed/manifest.json,(793 b)
./protacfold_out_attempt2_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/processed/records/gspt1_crbn_molecular_glue_ternary.json,(778 b)
./protacfold_out_attempt2_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/processed/constraints/gspt1_crbn_molecular_glue_ternary.npz,(5040 b)
./protacfold_out_attempt2_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/processed/mols/gspt1_crbn_molecular_glue_ternary.pkl,(2423 b)
./protacfold_out_attempt2_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/processed/structures/gspt1_crbn_molecular_glue_ternary.npz,(11932 b)
./protacfold_out_attempt2_failed/boltz_pred/boltz_results_gspt1_crbn_molecular_glue_ternary/lightning_logs/version_0/hparams.yaml,(4149 b)
